month,intercept,slope,R2,N,date
1963-06,-0.0014448382787795033,0.9997341436366467,0.9987435027110844,461.0,1963-06-30
1963-07,0.00023961925075433044,0.9992541698469884,0.9988304770206267,464.0,1963-07-31
1963-08,0.00030061224707278456,0.9997494385872923,0.9990044384477719,464.0,1963-08-31
1963-09,0.00157817869026311,0.9998194828384925,0.9992621942510717,464.0,1963-09-30
1963-10,0.002608181972658441,0.9995477766825547,0.9993197180699555,464.0,1963-10-31
1963-11,0.0026948452638535514,0.9994338478955079,0.9993561602669343,466.0,1963-11-30
1963-12,0.005588640659807131,0.9992012717602581,0.9974288877532143,465.0,1963-12-31
1964-01,0.006265946261777566,0.9984014064320447,0.9967268164949491,464.0,1964-01-31
1964-02,0.0071030776316654,0.9981161466866133,0.9956271811220266,461.0,1964-02-29
1964-03,0.009307611943611516,0.9977120005378578,0.9950331256637387,461.0,1964-03-31
1964-04,0.013023723949084687,0.9963653019369215,0.9917745446475188,459.0,1964-04-30
1964-05,0.018182997318504812,0.9906276359042323,0.9911410138420782,459.0,1964-05-31
1964-06,-0.0007660541958741662,1.0024604640458736,0.9966855788145693,472.0,1964-06-30
1964-07,0.0010941632233335552,1.0020647805622878,0.9969322851541261,473.0,1964-07-31
1964-08,0.0023802871244661405,1.0006529884014244,0.9973356426020853,473.0,1964-08-31
1964-09,0.00395532070327731,1.000149842105193,0.9975882410790898,473.0,1964-09-30
1964-10,0.0055558800999185864,0.9993490829453618,0.9976959666055962,473.0,1964-10-31
1964-11,0.005911636795934205,0.9993206469080502,0.9977417292336723,473.0,1964-11-30
1964-12,0.008277443101765702,0.9995751313844471,0.9970380889261073,473.0,1964-12-31
1965-01,0.00993298011808652,0.9991563775862848,0.9968089025819608,472.0,1965-01-31
1965-02,0.011156586417159553,0.998731769148395,0.996540039114234,472.0,1965-02-28
1965-03,0.012357558000287816,0.9992565999870963,0.9962306730550357,472.0,1965-03-31
1965-04,0.015909892228248457,0.9996100429983471,0.991150727532672,472.0,1965-04-30
1965-05,0.01711656405855755,0.9994908372894623,0.9906819811546187,472.0,1965-05-31
1965-06,0.004915404792026679,0.9956796027139173,0.9863460242537201,752.0,1965-06-30
1965-07,0.005962950392252586,0.9973164105456211,0.9865030255278734,756.0,1965-07-31
1965-08,0.006406900750969391,0.9947566694780969,0.9938600939147848,756.0,1965-08-31
1965-09,0.006558528607017888,0.9974538975464761,0.9948908829558778,756.0,1965-09-30
1965-10,0.0064563553136817164,0.9980008331142659,0.9963777601080309,758.0,1965-10-31
1965-11,0.0069671376729241175,0.9978267213197811,0.9964939669481783,759.0,1965-11-30
1965-12,0.009348793783525045,0.9989392713716615,0.9947392770226099,755.0,1965-12-31
1966-01,0.011920803499574917,0.9981217649988213,0.9941713394801942,752.0,1966-01-31
1966-02,0.00821006409504077,1.0055805507509687,0.990473732510532,749.0,1966-02-28
1966-03,0.012151980099683102,1.0056062391608953,0.9884660007749455,753.0,1966-03-31
1966-04,0.01375073247866987,1.0046188589928615,0.982858016977825,754.0,1966-04-30
1966-05,0.01490655798100915,1.0051859924549487,0.9824006941541856,754.0,1966-05-31
1966-06,0.006055353862229107,0.9847756453212385,0.9888193924122894,819.0,1966-06-30
1966-07,0.006924657372682441,0.9888998135709349,0.9908553724365432,822.0,1966-07-31
1966-08,0.007717603527601202,0.9895590979057833,0.9911576606661312,822.0,1966-08-31
1966-09,0.006146201398560924,0.994748197892397,0.9923170629770599,822.0,1966-09-30
1966-10,0.006909580593375986,0.9961623837863597,0.9939415124380099,825.0,1966-10-31
1966-11,0.007441061761648382,0.9970587660940625,0.9960558423766587,826.0,1966-11-30
1966-12,0.011808927994347074,0.9962828849046499,0.9929077406156296,824.0,1966-12-31
1967-01,0.014796628730752714,0.9950120579837116,0.9917525353074819,819.0,1967-01-31
1967-02,0.015846772957028632,0.9946411083840037,0.9896010717424676,819.0,1967-02-28
1967-03,0.02155042748727154,0.9922846937964922,0.9882548180743129,821.0,1967-03-31
1967-04,0.02932947842592626,0.9815704367244314,0.9792212564392245,822.0,1967-04-30
1967-05,0.030213497646699783,0.9823283274161249,0.978828798361458,822.0,1967-05-31
1967-06,0.019176891108310556,0.9837371773940432,0.9816640247038999,933.0,1967-06-30
1967-07,0.02153636497818867,0.9843851025154603,0.9830124109048178,937.0,1967-07-31
1967-08,0.02113055561556687,0.9854366713386941,0.9840247439827662,936.0,1967-08-31
1967-09,0.014890135473834887,0.995022864254029,0.9855097771890536,936.0,1967-09-30
1967-10,0.015920622189259603,0.9963438079327166,0.9862068154151304,936.0,1967-10-31
1967-11,0.018525008151843325,0.9947501381926318,0.988149354833346,935.0,1967-11-30
1967-12,0.028071301652816794,0.9914550017965236,0.9835912731329595,934.0,1967-12-31
1968-01,0.033241832802975324,0.9894666904342031,0.9812899156156211,932.0,1968-01-31
1968-02,0.03437734072013876,0.9910260960468914,0.9789880731970032,929.0,1968-02-29
1968-03,0.04268025362732353,0.9885443546362531,0.9737134618896103,929.0,1968-03-31
1968-04,0.04890805978640955,0.9869255473270901,0.9679571514253754,927.0,1968-04-30
1968-05,0.05092299390071009,0.9872954237966566,0.9656157665738183,928.0,1968-05-31
1968-06,0.019057564811283068,0.9837205004941438,0.9702527081309125,1026.0,1968-06-30
1968-07,0.022143909395450634,0.9842190595086444,0.9707853652466932,1032.0,1968-07-31
1968-08,0.023442972698668685,0.984255473322228,0.9713068903835261,1031.0,1968-08-31
1968-09,0.025110259214233155,0.9839094099731989,0.9720534372366075,1033.0,1968-09-30
1968-10,0.026750059831308404,0.98416683128563,0.9730880022678505,1033.0,1968-10-31
1968-11,0.02315408728210988,0.9921098883634156,0.9748727196655754,1034.0,1968-11-30
1968-12,0.03175664011115942,0.9882236731475889,0.9711962429680921,1032.0,1968-12-31
1969-01,0.03640798635746012,0.985378692282909,0.9682113422686385,1031.0,1969-01-31
1969-02,0.03827198011018318,0.9853616510807307,0.9669984188298121,1030.0,1969-02-28
1969-03,0.044793374771461725,0.9825357868802245,0.9622035868102873,1030.0,1969-03-31
1969-04,0.04814193964943381,0.9803301240705405,0.9552674593266208,1028.0,1969-04-30
1969-05,0.05068963158862805,0.9781942495242968,0.9505516908041739,1027.0,1969-05-31
1969-06,0.02697166269530532,0.9707778478653812,0.9243480812707215,1234.0,1969-06-30
1969-07,0.02919082681529994,0.9718489150119548,0.9268693240019674,1239.0,1969-07-31
1969-08,0.029969314668270797,0.9733112805185032,0.9305049059255818,1239.0,1969-08-31
1969-09,0.03122842633375461,0.9743055115332437,0.9322828354678617,1241.0,1969-09-30
1969-10,0.03308329477531896,0.9731766079844023,0.934228993262682,1240.0,1969-10-31
1969-11,0.032455634621145535,0.9780345867294354,0.9379531450802462,1241.0,1969-11-30
1969-12,0.038971400578586946,0.9727599550975669,0.9256035543373756,1239.0,1969-12-31
1970-01,0.04132169658657886,0.970816350000771,0.9232899495783798,1234.0,1970-01-31
1970-02,0.04561310352547532,0.9667047347423247,0.9160342000072548,1237.0,1970-02-28
1970-03,0.0511119561836047,0.9636347324492421,0.907946003384428,1236.0,1970-03-31
1970-04,0.054823530846919766,0.9605572152900086,0.9053322049197451,1237.0,1970-04-30
1970-05,0.057244660042542916,0.9567508881531923,0.9060510434394365,1236.0,1970-05-31
1970-06,0.02987233749306395,0.9995977362373625,0.9251671191577533,1338.0,1970-06-30
1970-07,0.033931028205138936,0.9970693056998368,0.9349537404497894,1342.0,1970-07-31
1970-08,0.033818672032126074,0.9987901562145968,0.9359821125962353,1339.0,1970-08-31
1970-09,0.03435210329894545,1.0007863862962842,0.9378176813287527,1339.0,1970-09-30
1970-10,0.035847170818681606,1.000553161949595,0.9398958923520324,1340.0,1970-10-31
1970-11,0.03463749108693681,1.0039642452978939,0.9414152821700376,1343.0,1970-11-30
1970-12,0.033697800860396865,1.010702323166709,0.9375324172974225,1342.0,1970-12-31
1971-01,0.034551311789011496,1.009921579738197,0.9366604406159301,1335.0,1971-01-31
1971-02,0.036000541508078854,1.0089283772540385,0.9365091474972654,1335.0,1971-02-28
1971-03,0.038899922986142754,1.008470283160118,0.935655394838045,1331.0,1971-03-31
1971-04,0.041480006863713226,1.0078530044580032,0.9328148322028594,1331.0,1971-04-30
1971-05,0.0454162179176254,1.003888468288831,0.9294503926388663,1329.0,1971-05-31
1971-06,0.027216178838988192,1.0180321861484212,0.9175633940171852,1486.0,1971-06-30
1971-07,0.027375165648567235,1.0161688349930822,0.9233934723529157,1487.0,1971-07-31
1971-08,0.027239947067483006,1.0160465520022601,0.9246784159241898,1487.0,1971-08-31
1971-09,0.027344893473549958,1.015812461657555,0.9256854002111521,1488.0,1971-09-30
1971-10,0.027538898986408267,1.017343780339781,0.9289948938681604,1490.0,1971-10-31
1971-11,0.026155117959290264,1.0208778583516904,0.9344568707808046,1489.0,1971-11-30
1971-12,0.030161446305695838,1.0191857397348063,0.9298941403342408,1485.0,1971-12-31
1972-01,0.043926293693705265,1.0012673376843575,0.9104510774996617,1474.0,1972-01-31
1972-02,0.04546463339104401,0.9994481965016022,0.9093266877141027,1474.0,1972-02-29
1972-03,0.10550760816003468,0.9373543598042948,0.8605855121612186,1474.0,1972-03-31
1972-04,0.10612477274287513,0.9378815087986409,0.8585656850461052,1474.0,1972-04-30
1972-05,0.09970472007241316,0.9467750733013515,0.8672107759333332,1470.0,1972-05-31
1972-06,0.018098228428883312,1.021517967526855,0.9222673715216615,1593.0,1972-06-30
1972-07,0.019237176303664283,1.0216273856074478,0.926535376540982,1595.0,1972-07-31
1972-08,0.0222821349751674,1.018739581768348,0.9270839410899077,1596.0,1972-08-31
1972-09,0.02352610673383082,1.0181834491698927,0.9299146752523776,1592.0,1972-09-30
1972-10,0.02438584181896708,1.0188548228615326,0.9309974726245127,1593.0,1972-10-31
1972-11,0.023874698670947714,1.019619912590298,0.9323688155497415,1591.0,1972-11-30
1972-12,0.025352219075740146,1.0237831377409337,0.9294632623968292,1589.0,1972-12-31
1973-01,0.0298109317948555,1.020306508272309,0.9258418734890922,1582.0,1973-01-31
1973-02,0.032243566997940176,1.0183433851251091,0.9216446676589201,1582.0,1973-02-28
1973-03,0.037948771254493696,1.0154704025274008,0.9147191216685294,1582.0,1973-03-31
1973-04,0.04050242000095661,1.01481435577672,0.9168656715612077,1576.0,1973-04-30
1973-05,0.04262474035937602,1.0132060176287983,0.915008313377335,1572.0,1973-05-31
1973-06,0.03716252362533956,1.0011809501399083,0.8369921824044892,1665.0,1973-06-30
1973-07,0.03831434094338426,1.0015011794433104,0.840507889945853,1666.0,1973-07-31
1973-08,0.039027222134059625,1.0011382618416953,0.8414854985194996,1666.0,1973-08-31
1973-09,0.041383366231801166,1.0013942078469955,0.8426968822019889,1664.0,1973-09-30
1973-10,0.04253272244976414,1.001318883422214,0.8437519377793326,1662.0,1973-10-31
1973-11,0.035768429315432004,1.0070053553601996,0.912173336399848,1663.0,1973-11-30
1973-12,0.042508404364599905,1.0033160009535311,0.9053737670814543,1661.0,1973-12-31
1974-01,0.04546662805419932,1.000703027867376,0.9025608203583317,1651.0,1974-01-31
1974-02,0.04763442109872695,0.9998822013961367,0.9003352138377044,1644.0,1974-02-28
1974-03,0.05178506098320956,1.001466819030307,0.8972124823742137,1638.0,1974-03-31
1974-04,0.05581022066883479,0.9997111805677171,0.8931720734318829,1641.0,1974-04-30
1974-05,0.05661898506262575,1.0002824916803312,0.8932983748034259,1637.0,1974-05-31
1974-06,0.025686708723251295,1.0139009020040066,0.943552646604571,1738.0,1974-06-30
1974-07,0.02979080193215755,1.014913846876775,0.9459870584458898,1747.0,1974-07-31
1974-08,0.02953063452478588,1.0148432934259612,0.953252486085132,1744.0,1974-08-31
1974-09,0.026915928198359085,1.0164483643419988,0.9599754871933656,1740.0,1974-09-30
1974-10,0.030646620631865407,1.0146750312073027,0.9636119582926225,1735.0,1974-10-31
1974-11,0.03033635630520526,1.0167740772528406,0.9639946739383726,1729.0,1974-11-30
1974-12,0.04231256479970846,1.0159202584965548,0.9604938271811987,1726.0,1974-12-31
1975-01,0.04538231530370562,1.0145959310913635,0.9581929658417477,1716.0,1975-01-31
1975-02,0.05006087563289907,1.0133232647918153,0.9567433100742275,1712.0,1975-02-28
1975-03,0.0731620246468363,1.0038978464469894,0.9500828417646713,1710.0,1975-03-31
1975-04,0.07864555168937915,1.0029887407910136,0.9473770294978263,1702.0,1975-04-30
1975-05,0.08253613825699069,1.0027238081535934,0.943645655404996,1701.0,1975-05-31
1975-06,0.03388244021378828,1.0128113176795723,0.937783644413528,2497.0,1975-06-30
1975-07,0.047045183982062255,1.0071947997737802,0.9563138890956543,2500.0,1975-07-31
1975-08,0.05326032152306359,1.0044257813832047,0.9587989948889508,2496.0,1975-08-31
1975-09,0.05531779331259612,1.0028431151075172,0.9674405146849643,2497.0,1975-09-30
1975-10,0.0517929498297951,1.0045854754942398,0.9711879687354182,2496.0,1975-10-31
1975-11,0.0542586232974096,1.0049804786461274,0.9726464833870498,2494.0,1975-11-30
1975-12,0.0765299922583127,0.9974626284745488,0.9659347391564945,2485.0,1975-12-31
1976-01,0.08549682085098809,0.9947865223798047,0.9648974909396595,2471.0,1976-01-31
1976-02,0.08767492057955995,0.9944895729297013,0.9632279679883531,2468.0,1976-02-29
1976-03,0.10249416780186138,0.9906691458322022,0.9570236197612991,2461.0,1976-03-31
1976-04,0.11193083184100594,0.9872107403785291,0.9545666847167416,2450.0,1976-04-30
1976-05,0.11084485226407548,0.9883705388271479,0.953534383774606,2440.0,1976-05-31
1976-06,0.01546990186194841,1.0047586843412546,0.947662696621724,2872.0,1976-06-30
1976-07,0.021125541737316844,1.0032857321901363,0.9554375893570825,2872.0,1976-07-31
1976-08,0.02201966820425527,1.0018030133592672,0.9641993440152182,2868.0,1976-08-31
1976-09,0.02619163153275239,1.0030344886605473,0.9661266056340717,2858.0,1976-09-30
1976-10,0.02844334271066984,1.0036868184764038,0.9674141370412237,2853.0,1976-10-31
1976-11,0.031458165354448564,1.0039401507796442,0.9688845550705631,2848.0,1976-11-30
1976-12,0.04832914072330374,1.001326787089541,0.9641557957261391,2841.0,1976-12-31
1977-01,0.05545410912467963,0.9988806276848445,0.961428425961493,2826.0,1977-01-31
1977-02,0.05960764186802425,0.9974301665135659,0.9573964618740453,2810.0,1977-02-28
1977-03,0.06935024367420928,0.996996102497503,0.9532868427918706,2805.0,1977-03-31
1977-04,0.07730821400654442,0.9952696991915347,0.9516811409331771,2795.0,1977-04-30
1977-05,0.08291185279435465,0.9935803472370347,0.9482703661306858,2791.0,1977-05-31
1977-06,0.010327655981557271,0.9982905637903307,0.9710619421430515,2889.0,1977-06-30
1977-07,0.011184431684279295,1.0017582879069395,0.9747981888514838,2892.0,1977-07-31
1977-08,0.012422499034664192,1.0018348486892783,0.9771959069755604,2885.0,1977-08-31
1977-09,0.017795565956260972,1.0016494558234872,0.9813724790970814,2881.0,1977-09-30
1977-10,0.020227283347874048,1.0024226266244693,0.9831472296650323,2868.0,1977-10-31
1977-11,0.021021484995376705,1.002957248285722,0.984556290761393,2862.0,1977-11-30
1977-12,0.06185121675013083,0.9760990891538568,0.9296657615657116,2852.0,1977-12-31
1978-01,0.06698472591336202,0.9737969513687347,0.9264560652289848,2825.0,1978-01-31
1978-02,0.07085856438550575,0.9718553883760254,0.923921755519567,2810.0,1978-02-28
1978-03,0.07435686263413954,0.9750095474342493,0.9198831672534742,2799.0,1978-03-31
1978-04,0.08093397831537641,0.9720840408463096,0.9158242139148516,2792.0,1978-04-30
1978-05,0.08743522502065426,0.9692795381627823,0.9115996821814029,2780.0,1978-05-31
1978-06,0.0019710730446815816,1.0039231825897115,0.9517264617331301,2790.0,1978-06-30
1978-07,-0.0007440464554253623,1.0091686133603166,0.9677610702240037,2792.0,1978-07-31
1978-08,-0.00044039376577442724,1.010539778933712,0.9701318452276899,2786.0,1978-08-31
1978-09,0.0020957207052056948,1.0120173606636267,0.9741488951072753,2772.0,1978-09-30
1978-10,0.008345301335290767,1.0094165678486946,0.9774276750536692,2761.0,1978-10-31
1978-11,0.009178150596996781,1.0104905866171585,0.9808120069620637,2755.0,1978-11-30
1978-12,0.03147535731685247,1.0010115074858184,0.9696707412610983,2743.0,1978-12-31
1979-01,0.04316869358327868,0.994758600266725,0.9698702241482099,2713.0,1979-01-31
1979-02,0.04964825714271792,0.992625136435437,0.9667501782792721,2697.0,1979-02-28
1979-03,0.05394128086277239,0.9964196042931218,0.9567290436056078,2681.0,1979-03-31
1979-04,0.061048844177472805,0.995365928405845,0.9531541703789597,2672.0,1979-04-30
1979-05,0.0638312204649305,0.9972684183413772,0.9459655818762511,2662.0,1979-05-31
1979-06,-0.005505029044563292,1.002946184388044,0.9734339522354024,2722.0,1979-06-30
1979-07,-0.00021294783450165333,1.0035816975524043,0.9759374061141979,2729.0,1979-07-31
1979-08,0.004104106733869406,1.0025854492242419,0.977952036644028,2720.0,1979-08-31
